idade,genero,etnia,pcd,vive_no_brasil,estado_moradia,nivel_ensino,formacao,tempo_experiencia_dados,linguagens_preferidas,bancos_de_dados,cloud_preferida,cargo
26.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,de1a2anos,python,"s3,amazonredshift,db2,mysql",amazonwebservices(aws),analistadebi/bianalyst
32.0,masculino,branca,0,True,minasgerais(mg),mestrado,outrasengenharias,de1a2anos,python,"sqlserver,sybase,oracle,databricks",azure(microsoft),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
25.0,feminino,parda,0,True,pernambuco(pe),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"amazonauroraourds,elaticsearch,sqlserver,postgresql,dynamodb,amazonredshift,presto,amazonathena,s3",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
33.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,outraopcao,naotenhoexperiencianaareadedados,julia,microsoftaccess,amazonwebservices(aws),outraopcao
33.0,masculino,branca,0,True,parana(pr),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,python,sqlserver,naoseiopinar,analistadesuporte/analistatecnico
29.0,masculino,branca,0,True,minasgerais(mg),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,sql,"elaticsearch,sqlserver",naoseiopinar,analistadebi/bianalyst
25.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,googlebigquery,googlecloud(gcp),analistadedados/dataanalyst
33.0,masculino,branca,0,True,parana(pr),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,naotenhoexperiencianaareadedados,python,"sqlserver,snowflake",azure(microsoft),outraopcao
34.0,masculino,branca,0,True,minasgerais(mg),doutoradoouphd,outrasengenharias,naotenhoexperiencianaareadedados,python,sqlserver,amazonwebservices(aws),professor
32.0,masculino,parda,0,True,parana(pr),pos-graduacao,economia/administracao/contabilidade/financas/negocios,de1a2anos,python,sqlserver,amazonwebservices(aws),analistadedados/dataanalyst
46.0,feminino,branca,1,True,saopaulo(sp),pos-graduacao,outrasengenharias,de1a2anos,python,databricks,amazonwebservices(aws),outrasengenharias(naoincluidev)
42.0,masculino,branca,0,True,santacatarina(sc),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"mysql,saphana,postgresql,sqlserver,mongodb,googlebigquery",naoseiopinar,analyticsengineer
21.0,masculino,branca,0,True,saopaulo(sp),estudantedegraduacao,economia/administracao/contabilidade/financas/negocios,de1a2anos,python,"amazonauroraourds,s3,mongodb,postgresql",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
39.0,masculino,branca,0,True,espiritosanto(es),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,python,"postgresql,oracle,mysql,s3",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
31.0,feminino,branca,0,True,saopaulo(sp),doutoradoouphd,outraopcao,naotenhoexperiencianaareadedados,r,naoutilizo.,naoseiopinar,outraopcao
29.0,masculino,preta,0,True,parana(pr),pos-graduacao,economia/administracao/contabilidade/financas/negocios,de4a6anos,python,"googlebigquery,googlefirestore",googlecloud(gcp),analistadedados/dataanalyst
26.0,feminino,branca,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"postgresql,googlebigquery,databricks",googlecloud(gcp),cientistadedados/datascientist
24.0,masculino,preta,0,True,saopaulo(sp),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,mysql,amazonwebservices(aws),outraopcao
29.0,masculino,parda,0,True,alagoas(al),estudantedegraduacao,economia/administracao/contabilidade/financas/negocios,de4a6anos,sql,"sqlserver,db2",googlecloud(gcp),analistadedados/dataanalyst
21.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,economia/administracao/contabilidade/financas/negocios,de1a2anos,python,"amazonredshift,amazonauroraourds,s3",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
29.0,feminino,parda,0,True,minasgerais(mg),graduacao/bacharelado,outrasengenharias,de1a2anos,python,"db2,sqlserver",amazonwebservices(aws),analistadedados/dataanalyst
30.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"saphana,snowflake",amazonwebservices(aws),analistadedados/dataanalyst
32.0,masculino,branca,0,False,,mestrado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,r,"microsoftaccess,oracle,sqlserver",googlecloud(gcp),analistadedados/dataanalyst
26.0,masculino,branca,0,True,goias(go),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"postgresql,sqlserver,databricks",naoseiopinar,engenheirodedados/arquitetodedados/dataengineer/dataarchitect
34.0,feminino,parda,0,True,saopaulo(sp),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,python,googlebigquery,naoseiopinar,productmanager/productowner(pm/apm/dpm/gpm/po)
34.0,feminino,parda,0,True,riograndedosul(rs),pos-graduacao,economia/administracao/contabilidade/financas/negocios,de4a6anos,python,googlebigquery,googlecloud(gcp),outraopcao
20.0,masculino,branca,0,True,minasgerais(mg),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,databricks,naoseiopinar,cientistadedados/datascientist
24.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,outrasengenharias,de3a4anos,python,"mysql,sqlserver",amazonwebservices(aws),cientistadedados/datascientist
26.0,feminino,parda,0,True,saopaulo(sp),estudantedegraduacao,outrasengenharias,de4a6anos,python,"postgresql,amazonathena,firebase,mongodb,googlebigquery,amazonredshift,s3",amazonwebservices(aws),analistadedados/dataanalyst
26.0,feminino,branca,0,True,riograndedosul(rs),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de1a2anos,python,"snowflake,s3,sistemadecrm",amazonwebservices(aws),cientistadedados/datascientist
27.0,masculino,branca,0,True,minasgerais(mg),graduacao/bacharelado,outrasengenharias,de3a4anos,python,"amazonredshift,googlebigquery",googlecloud(gcp),analistadenegocios/businessanalyst
34.0,masculino,parda,0,True,saopaulo(sp),pos-graduacao,outrasengenharias,de4a6anos,python,"snowflake,elaticsearch,googlebigquery,databricks,amazonathena,s3,mongodb,redis,dynamodb,postgresql,hive",amazonwebservices(aws),engenheirodemachinelearning/mlengineer
31.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,menosde1ano,python,sqlserver,amazonwebservices(aws),productmanager/productowner(pm/apm/dpm/gpm/po)
27.0,masculino,parda,0,True,saopaulo(sp),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de1a2anos,python,mysql,googlecloud(gcp),analistadebi/bianalyst
34.0,masculino,parda,0,True,bahia(ba),mestrado,economia/administracao/contabilidade/financas/negocios,de7a10anos,python,"s3,amazonauroraourds,sqlserver",amazonwebservices(aws),analistadedados/dataanalyst
23.0,masculino,preta,0,True,saopaulo(sp),estudantedegraduacao,outrasengenharias,de3a4anos,python,"databricks,mysql,amazonredshift,postgresql,s3",amazonwebservices(aws),cientistadedados/datascientist
33.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,maisde10anos,python,"elaticsearch,mysql,postgresql,amazonathena,amazonredshift,amazonauroraourds,s3,dynamodb",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
30.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,outrasengenharias,de1a2anos,python,mongodb,googlecloud(gcp),outraopcao
26.0,feminino,branca,0,True,minasgerais(mg),graduacao/bacharelado,outraopcao,menosde1ano,python,"sqlserver,postgresql,googlebigquery",googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
35.0,masculino,amarela,0,False,,graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de1a2anos,python,mysql,naoseiopinar,analistadenegocios/businessanalyst
27.0,,branca,0,True,parana(pr),pos-graduacao,cienciassociais,menosde1ano,python,sqlserver,azure(microsoft),outraopcao
31.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,sqlserver,azure(microsoft),outraopcao
30.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,python,sqlserver,naoseiopinar,dba/administradordebancodedados
24.0,feminino,branca,0,True,saopaulo(sp),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,cassandra,amazonwebservices(aws),cientistadedados/datascientist
32.0,feminino,branca,0,True,riodejaneiro(rj),graduacao/bacharelado,outrasengenharias,de3a4anos,python,googlebigquery,googlecloud(gcp),analistadedados/dataanalyst
31.0,masculino,branca,0,True,parana(pr),graduacao/bacharelado,cienciasbiologicas/farmacia/medicina/areadasaude,naotenhoexperiencianaareadedados,python,naoatuoaindanisso,naoseiopinar,outraopcao
34.0,masculino,preta,0,True,saopaulo(sp),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,python,"oracle,postgresql,sqlserver",naoseiopinar,analistadesuporte/analistatecnico
22.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"mysql,postgresql",googlecloud(gcp),analistadedados/dataanalyst
29.0,feminino,branca,0,True,bahia(ba),graduacao/bacharelado,marketing/publicidade/comunicacao/jornalismo,menosde1ano,python,"mysql,postgresql",googlecloud(gcp),desenvolvedor/engenheirodesoftware/analistadesistemas
44.0,feminino,preta,0,True,saopaulo(sp),naotenhograduacaoformal,,de1a2anos,c/c++/c#,googlefirestore,googlecloud(gcp),outraopcao
22.0,masculino,amarela,0,True,pernambuco(pe),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,microsoftaccess,azure(microsoft),analistadedados/dataanalyst
29.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,de3a4anos,python,mysql,amazonwebservices(aws),cientistadedados/datascientist
28.0,feminino,branca,0,True,pernambuco(pe),estudantedegraduacao,economia/administracao/contabilidade/financas/negocios,menosde1ano,python,"hive,mysql,dynamodb",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
26.0,feminino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,de1a2anos,pyspark,"s3,databricks,snowflake",amazonwebservices(aws),analistadedados/dataanalyst
27.0,masculino,amarela,0,True,saopaulo(sp),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,naotenhoexperiencianaareadedados,python,mysql,amazonwebservices(aws),outraopcao
31.0,masculino,parda,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,menosde1ano,python,"sqlserver,microsoftaccess",amazonwebservices(aws),analistadenegocios/businessanalyst
24.0,feminino,preta,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"googlebigquery,hive,cloudspanner",googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
33.0,masculino,parda,0,True,distritofederal(df),estudantedegraduacao,outraopcao,de1a2anos,python,"oracle,mysql",azure(microsoft),outraopcao
21.0,masculino,branca,0,True,distritofederal(df),estudantedegraduacao,estatistica/matematica/matematicacomputacional/cienciasatuariais,de1a2anos,python,"amazonathena,neo4j,s3",amazonwebservices(aws),cientistadedados/datascientist
30.0,masculino,indigena,0,True,saopaulo(sp),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,python,"neo4j,mongodb,snowflake,amazonauroraourds,mysql,elaticsearch,sqlite,mariadb,hbase,hive,sqlserver,dynamodb,oracle,cassandra,s3,presto,amazonredshift,databricks,amazonathena",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
33.0,masculino,parda,0,True,saopaulo(sp),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de1a2anos,python,saphana,amazonwebservices(aws),analistadedados/dataanalyst
34.0,masculino,prefironaoinformar,0,True,sergipe(se),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,python,mysql,googlecloud(gcp),outraopcao
27.0,masculino,branca,0,True,saopaulo(sp),mestrado,outrasengenharias,de1a2anos,python,"mysql,amazonauroraourds,mongodb,postgresql",amazonwebservices(aws),analistadedados/dataanalyst
26.0,masculino,branca,0,True,saopaulo(sp),mestrado,quimica/fisica,menosde1ano,python,"googlebigquery,postgresql,s3",amazonwebservices(aws),cientistadedados/datascientist
31.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,estatistica/matematica/matematicacomputacional/cienciasatuariais,de3a4anos,python,"oracle,sqlserver,mysql",amazonwebservices(aws),analistadebi/bianalyst
33.0,masculino,branca,0,True,minasgerais(mg),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,maisde10anos,python,"databricks,s3",azure(microsoft),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
28.0,feminino,branca,0,True,minasgerais(mg),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,python,"googlebigquery,saphana",naoseiopinar,engenheirodedados/arquitetodedados/dataengineer/dataarchitect
50.0,masculino,branca,0,True,riograndedosul(rs),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,maisde10anos,python,"googlebigquery,sqlserver,mysql",googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
31.0,masculino,branca,0,True,riograndedosul(rs),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"databricks,hive,postgresql,presto,sqlserver",naoseiopinar,engenheirodedados/arquitetodedados/dataengineer/dataarchitect
25.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,marketing/publicidade/comunicacao/jornalismo,de4a6anos,python,sqlserver,azure(microsoft),analistadebi/bianalyst
30.0,masculino,parda,0,True,saopaulo(sp),mestrado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,python,googlebigquery,naoseiopinar,cientistadedados/datascientist
36.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,python,"db2,sqlserver",naoseiopinar,cientistadedados/datascientist
22.0,masculino,preta,0,False,,estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,sqlite,googlecloud(gcp),analistadedados/dataanalyst
25.0,masculino,branca,0,True,espiritosanto(es),graduacao/bacharelado,outrasengenharias,de1a2anos,python,sharepoint,azure(microsoft),analistadebi/bianalyst
27.0,feminino,branca,0,True,riodejaneiro(rj),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"databricks,s3",naoseiopinar,analyticsengineer
26.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,de3a4anos,python,"sqlserver,amazonredshift",amazonwebservices(aws),cientistadedados/datascientist
30.0,feminino,branca,0,True,riograndedosul(rs),estudantedegraduacao,estatistica/matematica/matematicacomputacional/cienciasatuariais,de1a2anos,python,"microsoftaccess,oracle",azure(microsoft),outraopcao
29.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"oracle,presto,neo4j,hbase,firebase,googlebigquery,elaticsearch,snowflake,sqlite,dynamodb,redis,amazonauroraourds,mysql,amazonathena,amazonredshift,mongodb,sqlserver,hive,s3",googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
31.0,masculino,preta,0,True,ceara(ce),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,python,"dynamodb,sqlserver",amazonwebservices(aws),analistadedados/dataanalyst
25.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,naotenhoexperiencianaareadedados,python,"postgresql,mysql",googlecloud(gcp),productmanager/productowner(pm/apm/dpm/gpm/po)
29.0,feminino,branca,0,True,saopaulo(sp),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,sql,databricks,amazonwebservices(aws),analistadenegocios/businessanalyst
42.0,masculino,parda,0,True,bahia(ba),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,maisde10anos,python,"sybase,postgresql,sqlserver",naoseiopinar,engenheirodedados/arquitetodedados/dataengineer/dataarchitect
45.0,feminino,branca,0,True,distritofederal(df),mestrado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,python,sqlserver,azure(microsoft),analistadedados/dataanalyst
26.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,economia/administracao/contabilidade/financas/negocios,de3a4anos,python,nenhuma,naoseiopinar,analistadedados/dataanalyst
28.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,python,"hive,teradata",naoseiopinar,engenheirodedados/arquitetodedados/dataengineer/dataarchitect
23.0,masculino,branca,0,True,riograndedosul(rs),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,sqlserver,azure(microsoft),analistadedados/dataanalyst
25.0,masculino,parda,0,True,minasgerais(mg),estudantedegraduacao,estatistica/matematica/matematicacomputacional/cienciasatuariais,menosde1ano,c/c++/c#,postgresql,naoseiopinar,analistadebi/bianalyst
